0,-90,-180,-90,1957,410,281.4,379.1,310.37804878048775
0,-90,-180,-90,1961,193,256.9,390.3,308.2621761658031
0,-90,-180,-90,1968,241,262.58,388.74,310.2622406639008
0,-90,-180,-90,1969,157,257.92,344.68,307.67452229299363
0,-90,-180,-90,1973,4,311.8,331.5,320.825
0,-90,-180,-90,1974,55,287.0,398.5,322.0199999999999
0,-90,-180,-90,1979,1306,313.93,434.5,373.86013782542113
0,-90,-180,-90,1980,943,323.96,438.63,389.69720042417805
0,-90,-180,-90,1983,231,277.5,526.0,353.07619047619056
0,-90,-180,-90,1984,391,180.65,487.17,337.4802301790282
0,-90,-180,-90,1985,358,300.2,431.17,349.2386871508378
0,-90,-180,-90,1986,550,315.3,478.0,371.53281818181824
0,-90,-180,-90,1987,788,309.6,419.9,346.63880710659885
0,-90,-180,-90,1988,431,318.5,446.34,377.86118329466376
0,-90,-180,-90,1989,1034,235.77,496.07,369.17192456479717
0,-90,-180,-90,1990,2139,300.88,447.83,345.75869565217437
0,-90,-180,-90,1991,3702,245.0,470.01,356.21196650459154
0,-90,-180,-90,1992,8288,228.3,480.14,339.36854247104395
0,-90,-180,-90,1993,839,281.86,444.73,363.77225268176414
0,-90,-180,-90,1994,10584,222.7,730.98,419.4856575963725
0,-90,-180,-90,1995,4442,282.12,547.75,378.24628995947813
0,-90,-180,-90,1996,17119,149.9,873.33,382.7678591039212
0,-90,-180,-90,1997,27741,145.4,523.53,365.91291914494747
0,-90,-180,-90,1998,70944,188.8,561.18,353.648756202074
0,-90,-180,-90,1999,13160,154.8,519.49,362.8507477203648
0,-90,-180,-90,2000,51787,175.0,548.9,341.45354587058284
0,-90,-180,-90,2001,11097,326.77,600.31,464.50134270523625
0,-90,-180,-90,2002,12711,283.37,483.0,403.86829596412696
0,-90,-180,-90,2003,30323,256.4,552.08,378.4498733634495
0,-90,-180,-90,2004,41265,140.7,509.64,365.73409717678084
0,-90,-180,-90,2005,53956,174.3,518.97,373.59136889317455
0,-90,-180,-90,2006,30599,190.6,486.7,365.43395699206
0,-90,-180,-90,2007,43202,153.9,539.46,361.02247025600417
0,-90,-180,-90,2008,19882,188.4,482.3,321.3270495925965
0,-90,-180,-90,2009,17513,84.8,503.4,264.575452520984
0,-90,-180,-90,2010,26359,134.8,1333.5,360.90623316514143
0,-90,-180,-90,2011,4619,108.9,444.9,334.8008876380168
0,-90,-90,0,93,9,333.9,413.5,382.4888888888889
0,-90,-90,0,1957,90,277.2,366.0,318.54111111111115
0,-90,-90,0,1958,63,220.0,377.0,297.3015873015873
0,-90,-90,0,1963,554,272.9,328.3,302.40036101083047
0,-90,-90,0,1972,34,283.8,362.7,322.50000000000006
0,-90,-90,0,1973,10,273.5,333.8,304.78
0,-90,-90,0,1978,791,137.14,365.33,318.5204677623262
0,-90,-90,0,1979,116,255.85,345.99,309.8143103448275
0,-90,-90,0,1980,46,288.57,372.17,349.9047826086956
0,-90,-90,0,1981,95,288.0,396.4,348.0788421052632
0,-90,-90,0,1982,41,350.0,388.38,370.869512195122
0,-90,-90,0,1983,785,209.0,410.49,355.8630318471341
0,-90,-90,0,1984,1185,176.0,856.0,314.76956118143426
0,-90,-90,0,1985,4,290.84,359.19,331.355
0,-90,-90,0,1986,2676,223.0,809.0,352.97471599402166
0,-90,-90,0,1987,723,260.0,384.72,364.2553803596123
0,-90,-90,0,1988,3269,168.13,588.68,354.5617895380851
0,-90,-90,0,1989,3476,124.0,752.4,342.4025143843492
0,-90,-90,0,1990,39,471.6,754.0,620.0235897435896
0,-90,-90,0,1991,1792,204.63,445.8,340.03135044642914
0,-90,-90,0,1992,5441,301.56,441.77,359.89976842492206
0,-90,-90,0,1993,4764,234.89,798.04,363.1470591939549
0,-90,-90,0,1994,12559,224.6,446.05,353.28429731666756
0,-90,-90,0,1995,4596,336.0,764.2,386.8268951261973
0,-90,-90,0,1996,3702,328.55,382.44,347.06025931928576
0,-90,-90,0,1997,425,349.73,396.6,376.1762117647058
0,-90,-90,0,1998,9947,323.5,399.5,356.28805770584
0,-90,-90,0,1999,24932,206.2,452.3,370.5999169741682
0,-90,-90,0,2000,50951,179.2,556.2,382.691817236162
0,-90,-90,0,2001,53892,111.3,533.8,354.65022953314207
0,-90,-90,0,2002,135167,86.8,567.0,360.7989818520756
0,-90,-90,0,2003,69125,123.1,593.0,372.0228788426739
0,-90,-90,0,2004,90821,161.7,869.22,367.65679776703826
0,-90,-90,0,2005,88260,79.7,600.43,351.87452050759003
0,-90,-90,0,2006,109214,64.1,564.7,353.821660501403
0,-90,-90,0,2007,126357,76.1,652.1,363.2579106025027
0,-90,-90,0,2008,119895,110.6,772.5,384.3866785937697
0,-90,-90,0,2009,136618,114.6,708.9,371.04638451741204
0,-90,-90,0,2010,149774,128.8,475.3,352.56904015382736
0,-90,0,90,998,160,325.84,359.31,344.11812499999985
0,-90,0,90,1958,34,243.0,310.0,269.88235294117646
0,-90,0,90,1962,881,247.4,335.7,301.4690124858121
0,-90,0,90,1963,623,258.6,355.0,305.29261637239176
0,-90,0,90,1973,10,294.3,360.0,326.78
0,-90,0,90,1980,108,268.15,384.16,329.6800925925926
0,-90,0,90,1981,129,288.55,368.3,332.6769767441861
0,-90,0,90,1983,1112,272.96,569.0,320.66815647482036
0,-90,0,90,1984,723,255.64,775.0,317.1260857538038
0,-90,0,90,1986,1936,290.45,822.0,342.2389307851231
0,-90,0,90,1987,308,282.05,384.62,364.8196428571428
0,-90,0,90,1988,564,273.4,384.04,363.585283687943
0,-90,0,90,1989,607,253.92,363.85,338.4599835255354
0,-90,0,90,1990,28,283.3,770.4,514.1346428571429
0,-90,0,90,1991,15963,254.1,403.3,333.97151537931495
0,-90,0,90,1992,10422,244.7,424.37,336.0258654768768
0,-90,0,90,1993,24770,112.62,412.22,328.719401291886
0,-90,0,90,1994,378,299.7,392.83,344.14240740740746
0,-90,0,90,1995,25131,260.16,402.61,349.98775575981716
0,-90,0,90,1996,14210,303.7,528.15,357.6020985221671
0,-90,0,90,1997,1,350.6,350.6,350.6
0,-90,0,90,1998,7854,192.86,414.81,356.10522281639885
0,-90,0,90,1999,11254,210.55,447.29,370.0412217878087
0,-90,0,90,2000,16760,266.26,419.71,358.7733215990465
0,-90,0,90,2001,10253,190.97,467.6,350.7615302838183
0,-90,0,90,2002,6660,296.29,413.04,368.34284234234366
0,-90,0,90,2004,60936,279.53,446.35,353.1379631088327
0,-90,0,90,2005,45217,277.23,443.6,378.07664462480994
0,-90,0,90,2006,2206,291.61,418.13,374.4657252946512
0,-90,0,90,2007,6277,255.21,464.4,360.0518097817421
0,-90,0,90,2008,14054,278.83,432.04,373.9335854560977
0,-90,0,90,2009,15065,241.65,839.82,372.810566213078
0,-90,0,90,2010,20425,275.96,436.12,366.8169884944913
0,-90,90,180,1961,70,260.9,314.4,283.1042857142858
